user,location,tweet,Tweet_punct
James_J_Devine,"Union County, New Jersey USA","@realDonaldTrump is blaming ""Antifa"" but he means to admit that he is the ANTICHRIST https://t.co/XqkliC45AZ",realDonaldTrump is blaming Antifa but he means to admit that he is the ANTICHRIST httpstcoXqkliCAZ
Krishna_Vemuri,Global Citizen,RT @LindseyGrahamSC: @realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…,RT LindseyGrahamSC realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…
juliettetorrez,,"RT @TalbertSwan: @realDonaldTrump You never called...

Kyle Rittenhouse 
Stephen Paddock
Patrick Crusius

...animals for murdering a combin…","RT TalbertSwan realDonaldTrump You never called

Kyle Rittenhouse 
Stephen Paddock
Patrick Crusius

animals for murdering a combin…"
juliettetorrez,,"RT @TalbertSwan: @realDonaldTrump Patrick Crusius, 21

From Allen, Texas

White supremacist

Trump supporter

Murdered 20 at Walmart, El Pa…","RT TalbertSwan realDonaldTrump Patrick Crusius 

From Allen Texas

White supremacist

Trump supporter

Murdered  at Walmart El Pa…"
Soulracmusic,"Orlando, FL","RT @TalbertSwan: @realDonaldTrump If these were Black lives matter protesters, you’d be threatening to have them shot, to sic vicious dogs…",RT TalbertSwan realDonaldTrump If these were Black lives matter protesters you’d be threatening to have them shot to sic vicious dogs…
Soulracmusic,"Orlando, FL","RT @TalbertSwan: @realDonaldTrump Where are the arrests? These thugs broke into a Federal building, vandalized it, assaulted police, and mu…",RT TalbertSwan realDonaldTrump Where are the arrests These thugs broke into a Federal building vandalized it assaulted police and mu…
kait_butti,"Georgia, USA","RT @eugenegu: @realDonaldTrump President Obama handled the H1N1 swine flu epidemic that killed more than 12,000 Americans between 2009-2010…",RT eugenegu realDonaldTrump President Obama handled the HN swine flu epidemic that killed more than  Americans between …
kait_butti,"Georgia, USA",RT @eugenegu: @realDonaldTrump Obama also handled the Ebola crisis and the Zika virus with great care and coordination with other countries…,RT eugenegu realDonaldTrump Obama also handled the Ebola crisis and the Zika virus with great care and coordination with other countries…
JB13224615,,"RT @murray_nyc: @realDonaldTrump Meet the new president of the USA, Joe Biden, who will be sworn into office on January 20, 2021! https://t…",RT murraynyc realDonaldTrump Meet the new president of the USA Joe Biden who will be sworn into office on January   httpst…
TXGray1,"New York, USA",@realdonaldtrump - REMEMBER THE ALAMO,realdonaldtrump  REMEMBER THE ALAMO
CathySilverman2,,"RT @TalbertSwan: @realDonaldTrump Where are the arrests? These thugs broke into a Federal building, vandalized it, assaulted police, and mu…",RT TalbertSwan realDonaldTrump Where are the arrests These thugs broke into a Federal building vandalized it assaulted police and mu…
Steve_El,"Metropolis, USA","@realdonaldtrump (heh) is going to The Alamo. According to Q, everything he does is a code.

What happened @ The Al… https://t.co/vjOxduFsvC","realdonaldtrump heh is going to The Alamo According to Q everything he does is a code

What happened  The Al… httpstcovjOxduFsvC"
HeatherResister,,@realDonaldTrump @GOP @GOPChairwoman @GOPLeader @senatemajldr @WhiteHouse @SenateGOP  @HouseGOP @DevinNunes… https://t.co/nipsO5lvHD,realDonaldTrump GOP GOPChairwoman GOPLeader senatemajldr WhiteHouse SenateGOP  HouseGOP DevinNunes… httpstconipsOlvHD
lefteriverse,,@realDonaldTrump hello? hello? oh yea I forgot! 🙃 https://t.co/IpA4EwHoyY,realDonaldTrump hello hello oh yea I forgot 🙃 httpstcoIpAEwHoyY
Bernie54698721,,"RT @kryptokoi: @realDonaldTrump “That's one small step for a man, one giant leap for mankind”
🕊#PresidentOfPeace 🕊 https://t.co/AZanAdWHcb","RT kryptokoi realDonaldTrump “Thats one small step for a man one giant leap for mankind”
🕊PresidentOfPeace 🕊 httpstcoAZanAdWHcb"
Gabo66090099,Ecuador,RT @RupaliChadhaMD: @realDonaldTrump Happy to have played a small tiny part in pushing this with my fellow policy docs! Thank you Mr. Presi…,RT RupaliChadhaMD realDonaldTrump Happy to have played a small tiny part in pushing this with my fellow policy docs Thank you Mr Presi…
williesband,San Francisco,RT @eugenegu: @realDonaldTrump Stop the count? This is literally something a brutal dictator would say in the middle of an election. We liv…,RT eugenegu realDonaldTrump Stop the count This is literally something a brutal dictator would say in the middle of an election We liv…
dingelbury,,"RT @TalbertSwan: @realDonaldTrump You’re a sick, demented, cult leader and a piece of white supremacist trash.",RT TalbertSwan realDonaldTrump You’re a sick demented cult leader and a piece of white supremacist trash
weezerjuice,,"@realDonaldTrump 
 IS AN ASSHOLE. 
FEEL FREE TO TAG ME.😜","realDonaldTrump 
 IS AN ASSHOLE 
FEEL FREE TO TAG ME😜"
justbreatheusa,,"RT @justbreatheusa: @realDonaldTrump WRONGFUL DEATH LAWSUITS!

Blood is on your hands!","RT justbreatheusa realDonaldTrump WRONGFUL DEATH LAWSUITS

Blood is on your hands"
Mochoroblox,,@realDonaldTrump You lost fair and square. You're not getting into office again. @JoeBiden won. Get it over your he… https://t.co/OPdS7s7Yg8,realDonaldTrump You lost fair and square Youre not getting into office again JoeBiden won Get it over your he… httpstcoOPdSsYg
ChatterMore,,"RT @TalbertSwan: @realDonaldTrump Let’s be clear, these are not PROTESTERS. They are not PATRIOTS. They are thugs, seditionists, hoodlums,…",RT TalbertSwan realDonaldTrump Let’s be clear these are not PROTESTERS They are not PATRIOTS They are thugs seditionists hoodlums…
MarkosInDC,"Washington, DC","RT @TalbertSwan: @realDonaldTrump Where are the arrests? These thugs broke into a Federal building, vandalized it, assaulted police, and mu…",RT TalbertSwan realDonaldTrump Where are the arrests These thugs broke into a Federal building vandalized it assaulted police and mu…
PKreckma,"Decatur, IL",RT @ThePresObama: @realDonaldTrump It’s a start. https://t.co/HQrWOjk7jf,RT ThePresObama realDonaldTrump It’s a start httpstcoHQrWOjkjf
cannabisms,Japan Not Tokyo. or Moon.,"RT @RSBNetwork: @realDonaldTrump Mr. President, we fought like hell and left nothing on the table. We did our best, we’re sorry it wasn’t e…",RT RSBNetwork realDonaldTrump Mr President we fought like hell and left nothing on the table We did our best we’re sorry it wasn’t e…
billdurr1,"Port St Lucie, FL",@realDonaldTrump today said about his #seditionspeech  “what I said was totally appropriate. Everybody to the T tho… https://t.co/63EeNNyPJC,realDonaldTrump today said about his seditionspeech  “what I said was totally appropriate Everybody to the T tho… httpstcoEeNNyPJC
MimiFrisco,United States,"RT @TalbertSwan: @realDonaldTrump You’re a sick, demented, cult leader and a piece of white supremacist trash.",RT TalbertSwan realDonaldTrump You’re a sick demented cult leader and a piece of white supremacist trash
GPSparty,"Michigan, USA","RT @TalbertSwan: @realDonaldTrump You’re a sick, demented, cult leader and a piece of white supremacist trash.",RT TalbertSwan realDonaldTrump You’re a sick demented cult leader and a piece of white supremacist trash
CathySilverman2,,"RT @TalbertSwan: @realDonaldTrump If these were Black lives matter protesters, you’d be threatening to have them shot, to sic vicious dogs…",RT TalbertSwan realDonaldTrump If these were Black lives matter protesters you’d be threatening to have them shot to sic vicious dogs…
ChatterMore,,"RT @TalbertSwan: @realDonaldTrump If these were Black lives matter protesters, you’d be threatening to have them shot, to sic vicious dogs…",RT TalbertSwan realDonaldTrump If these were Black lives matter protesters you’d be threatening to have them shot to sic vicious dogs…
IngaThereal,,"RT @TalbertSwan: @realDonaldTrump You’re a sick, demented, cult leader and a piece of white supremacist trash.",RT TalbertSwan realDonaldTrump You’re a sick demented cult leader and a piece of white supremacist trash
Jimcantoo,"Texas, USA","RT @TalbertSwan: @realDonaldTrump If these were Black lives matter protesters, you’d be threatening to have them shot, to sic vicious dogs…",RT TalbertSwan realDonaldTrump If these were Black lives matter protesters you’d be threatening to have them shot to sic vicious dogs…
Refuse2sink2017,,"RT @TalbertSwan: @realDonaldTrump Where are the arrests? These thugs broke into a Federal building, vandalized it, assaulted police, and mu…",RT TalbertSwan realDonaldTrump Where are the arrests These thugs broke into a Federal building vandalized it assaulted police and mu…
PulleyRodney,,"RT @TalbertSwan: @realDonaldTrump Where are the arrests? These thugs broke into a Federal building, vandalized it, assaulted police, and mu…",RT TalbertSwan realDonaldTrump Where are the arrests These thugs broke into a Federal building vandalized it assaulted police and mu…
TopFuelF1,Worlwide,@realDonaldTrump riot information! https://t.co/0p7IfeBZHY,realDonaldTrump riot information httpstcopIfeBZHY
AlanFromMars,,@realDonaldTrump you suck,realDonaldTrump you suck
zidanesboots,,"RT @TalbertSwan: @realDonaldTrump Let’s be clear, these are not PROTESTERS. They are not PATRIOTS. They are thugs, seditionists, hoodlums,…",RT TalbertSwan realDonaldTrump Let’s be clear these are not PROTESTERS They are not PATRIOTS They are thugs seditionists hoodlums…
narbbenduster,,RT @7th5D: @realDonaldTrump Sir...I would take a bullet for you. I'd also take a shot for u. Whichever would be necessary. I'd be honored b…,RT thD realDonaldTrump SirI would take a bullet for you Id also take a shot for u Whichever would be necessary Id be honored b…
ladymidnight09,Eat me!!,"RT @TalbertSwan: @realDonaldTrump If these were Black lives matter protesters, you’d be threatening to have them shot, to sic vicious dogs…",RT TalbertSwan realDonaldTrump If these were Black lives matter protesters you’d be threatening to have them shot to sic vicious dogs…
CarrieLaustin,,@realDonaldTrump big companies are coming DOWN!!!!!,realDonaldTrump big companies are coming DOWN
ladymidnight09,Eat me!!,"RT @TalbertSwan: @realDonaldTrump Where are the arrests? These thugs broke into a Federal building, vandalized it, assaulted police, and mu…",RT TalbertSwan realDonaldTrump Where are the arrests These thugs broke into a Federal building vandalized it assaulted police and mu…
UnhingedCrones,BlackLand,"RT @TalbertSwan: @realDonaldTrump WATCH: The police let these white supremacist thugs into the Capitol.

Everyone of them should be fired a…","RT TalbertSwan realDonaldTrump WATCH The police let these white supremacist thugs into the Capitol

Everyone of them should be fired a…"
UnhingedCrones,BlackLand,"RT @TalbertSwan: @realDonaldTrump Let’s be clear, these are not PROTESTERS. They are not PATRIOTS. They are thugs, seditionists, hoodlums,…",RT TalbertSwan realDonaldTrump Let’s be clear these are not PROTESTERS They are not PATRIOTS They are thugs seditionists hoodlums…
OdysseyMarioBot,IGTOWN,@realDonaldTrump totally is sheila's cooking!,realDonaldTrump totally is sheilas cooking
UnhingedCrones,BlackLand,"RT @TalbertSwan: @realDonaldTrump Where are the arrests? These thugs broke into a Federal building, vandalized it, assaulted police, and mu…",RT TalbertSwan realDonaldTrump Where are the arrests These thugs broke into a Federal building vandalized it assaulted police and mu…
legoines,,"@realDonaldTrump @Black_C_Patriot @RSBNetwork @SidneyPowell1 @RudyGiuliani @TeamTrump

Spoilers? https://t.co/jXEa8sgXmO","realDonaldTrump BlackCPatriot RSBNetwork SidneyPowell RudyGiuliani TeamTrump

Spoilers httpstcojXEasgXmO"
SHIRLEYASNIDER1,,"RT @TalbertSwan: @realDonaldTrump Where are the arrests? These thugs broke into a Federal building, vandalized it, assaulted police, and mu…",RT TalbertSwan realDonaldTrump Where are the arrests These thugs broke into a Federal building vandalized it assaulted police and mu…
mrscurls,"California, USA","RT @TalbertSwan: @realDonaldTrump If these were Black lives matter protesters, you’d be threatening to have them shot, to sic vicious dogs…",RT TalbertSwan realDonaldTrump If these were Black lives matter protesters you’d be threatening to have them shot to sic vicious dogs…
Laineybug1205,,"RT @TalbertSwan: @realDonaldTrump Where are the arrests? These thugs broke into a Federal building, vandalized it, assaulted police, and mu…",RT TalbertSwan realDonaldTrump Where are the arrests These thugs broke into a Federal building vandalized it assaulted police and mu…
zidanesboots,,"RT @TalbertSwan: @realDonaldTrump You’re a sick, demented, cult leader and a piece of white supremacist trash.",RT TalbertSwan realDonaldTrump You’re a sick demented cult leader and a piece of white supremacist trash
Joan_of_Arrrggh,,"RT @TalbertSwan: @realDonaldTrump You’re a sick, demented, cult leader and a piece of white supremacist trash.",RT TalbertSwan realDonaldTrump You’re a sick demented cult leader and a piece of white supremacist trash
Brady60520262,United States,@realdonaldtrump I lowkey wanna tap @iamcardib passionately. Just for you boss. I’ll give her a new meaning of life after I’m done with her.,realdonaldtrump I lowkey wanna tap iamcardib passionately Just for you boss I’ll give her a new meaning of life after I’m done with her
PixelMendy,,"RT @TalbertSwan: @realDonaldTrump Where are the arrests? These thugs broke into a Federal building, vandalized it, assaulted police, and mu…",RT TalbertSwan realDonaldTrump Where are the arrests These thugs broke into a Federal building vandalized it assaulted police and mu…
